epoch,train_loss_token,val_loss_token,val_ppl
1,5.704712212653037,2.6703617766773293,10.445194181960812
2,2.0571711739393725,1.0707564470626956,2.917585664554555
3,1.007215897464216,0.6035005535122799,1.8285084018030606
4,0.5709342166449144,0.3974109834633449,1.4879673343725925
5,0.3586225806849884,0.300115813638585,1.3500151486891263
6,0.24464703490998704,0.24584014893791742,1.2786951564251925
7,0.17631302654242478,0.2148232723604113,1.2396427984605463
8,0.13127270273560734,0.1993598135484959,1.2206210828982187
