epoch,train_loss_token,val_loss_token,val_ppl
1,4.7329183741205583,2.8031149250000000,16.4959504745524761
2,3.5632974102851729,2.4563981730000002,11.6627286668562071
3,3.1462095187326411,2.3821194580000000,10.8278276872638255
4,2.9728841035172291,2.3104427310000002,10.0788859026089597
5,2.9051186402218740,2.2951176400000000,9.9256035916135037
6,2.8629935174031180,2.2869132049999998,9.8445027702451480
7,2.8421759031187448,2.2829874110000001,9.8059310422044845
8,2.8340127199543601,2.2810473920000001,9.7869257909050233
